pi,amnt,payment,merch
1,7,1,4
4,15,1,1
3,10.61,1,4
3,25.32,1,4
7,500,1,15
3,35,1,3
1,42,1,5
1,20,1,7
1,71,1,16
1,10,1,16
5,20.63,1,5
3,63.54,1,3
3,44.89,1,1
4,13.9,1,5
3,80.2,1,5
3,5.5,1,1
3,48.64,1,5
3,18.09,1,1
4,11.13,1,4
3,58.55,1,1
4,9.95,1,4
7,8.55,1,7
1,5.57,1,1
1,16,1,1
3,50.41,1,3
5,15,1,10
7,1036.9,1,15
13,2.1,1,9
3,47,1,7
7,847,1,15
3,72,1,1
4,44.57,1,3
11,3500,1,15
6,35.47,1,4
NA,28,0,NA
3,184.17,1,13
3,45.36,1,1
1,10,1,3
4,25,1,4
10,25,1,16
3,6.56,1,5
1,9.5,1,5
2,60,1,17
1,7,1,1
4,85,1,3
4,200.38,1,5
4,70.84,1,1
NA,10,0,NA
5,79.07,1,1
1,15,1,16
3,52.6,1,1
4,7.9,1,1
3,5,1,21
3,32,1,5
1,6,1,16
3,28.32,1,5
1,3.2,1,1
4,18,1,4
4,118.67,1,5
3,13.47,1,1
4,35,1,5
4,3.39,1,1
3,54.21,1,4
NA,110,0,NA
5,45.04,1,5
1,6,1,4
1,10,1,5
4,66.7,1,1
NA,60,0,NA
13,29.99,1,1
5,86.19,1,1
NA,2,0,NA
4,17.87,1,4
3,91.61,1,1
6,40,1,15
3,25.51,1,2
4,82,1,3
4,7.71,1,2
3,43.2,1,4
4,31.95,1,4
7,1221.21,1,15
4,32.09,1,6
4,48.26,1,3
6,70,1,3
5,8,1,4
1,9,1,4
3,1432,1,5
4,32.75,1,3
6,200,1,10
4,22.63,1,1
1,16.18,1,4
3,20.16,1,9
5,109.7,1,3
4,16.84,1,5
1,12,1,16
3,22,1,5
2,93,1,8
4,130,1,6
3,93.51,1,3
3,83.59,1,3
NA,60,0,NA
1,4,1,1
3,129.99,1,7
4,9.75,1,5
1,22,1,1
3,58.86,1,3
1,12.34,1,2
4,91.24,1,5
3,48,1,1
3,80.5,1,3
4,98.18,1,1
4,9.53,1,1
4,24.57,1,4
3,139.57,1,3
5,7.45,1,4
3,60.17,1,5
3,45.82,1,1
7,23.51,1,5
3,73,1,1
6,96.91,1,16
4,74.11,1,1
4,17.26,1,3
4,12.86,1,1
6,42.25,1,16
4,40,1,2
3,11.45,1,4
1,12.25,1,5
3,42.49,1,5
3,58,1,2
4,100,1,8
4,48,1,8
4,80,1,10
3,50.5,1,3
1,50,1,3
3,65,1,3
4,61.33,1,1
3,164.75,1,3
4,5,1,7
13,4.5,1,21
1,15.66,1,4
3,30.47,1,1
3,87.98,1,5
4,15.88,1,1
3,8.09,1,1
3,30,1,3
3,27.99,1,4
3,83,1,5
NA,850,0,NA
3,5.06,1,5
3,43,1,3
3,8.65,1,5
3,65,1,3
3,120,1,3
4,27.5,1,1
3,62.99,1,5
3,12.98,1,1
1,30.42,1,3
3,34.03,1,5
3,67.6,1,5
3,106.79,1,5
4,22.93,1,4
7,25.19,1,5
NA,100,0,NA
3,26.18,1,3
1,20,1,4
3,10.67,1,1
3,18,1,5
3,10.79,1,3
1,17.07,1,4
NA,169,0,NA
1,2,1,1
1,18.95,1,1
3,25,1,7
1,1,1,17
4,54,1,5
1,60,1,7
6,72,1,16
3,9.03,1,1
1,60,1,4
4,11.75,1,4
3,163.42,1,1
3,5.25,1,4
3,3.95,1,4
4,347,1,17
NA,20,0,NA
3,14.22,1,5
3,500,1,5
1,62.48,1,5
7,1.99,1,7
7,88,1,8
4,348.51,1,10
4,120,1,16
11,50,1,16
4,133,1,1
4,15,1,5
7,26.93,1,15
3,42.86,1,7
6,1507.17,1,14
3,11.89,1,1
14,30.09,1,1
6,400,1,1
1,21,1,1
1,10,1,4
1,60,1,16
7,659,1,15
7,156,1,10
4,44.68,1,1
7,35,1,21
7,50,1,4
4,50,1,15
4,236,1,15
6,457,1,15
4,18.57,1,1
6,50,1,15
1,1,1,4
6,169,1,8
11,225,1,15
7,123.33,1,15
6,220,1,15
6,150,1,15
0,301,1,15
6,792.05,1,15
2,9,1,18
4,800,1,1
1,5,1,2
4,103,1,5
6,992.28,1,18
7,1258,1,15
7,300,1,15
4,20,1,4
4,5,1,1
4,11.77,1,1
7,1412.43,1,15
7,270.11,1,15
3,47.1,1,2
7,105,1,20
7,844.6,1,20
3,19.44,1,5
3,13.9,1,5
1,76.84,1,8
1,1,1,1
6,165.4,1,15
6,1531.95,1,14
4,8,1,17
7,942,1,15
3,29.39,1,10
7,232.5,1,15
11,807.81,1,15
3,2.96,1,1
6,63.33,1,15
6,392.07,1,15
4,21,1,6
4,96,1,15
11,2600,1,14
6,16,1,18
6,35.2,1,6
6,500,1,15
4,1126,1,14
6,158.21,1,8
6,1636.75,1,15
6,20.76,1,8
1,26.96,1,1
NA,1200,1,15
7,21,1,15
7,1060,1,15
6,1753.07,1,15
4,62,1,8
4,31.53,1,5
3,18.53,1,3
14,148,1,12
3,15.95,1,12
NA,1200,0,NA
3,9,1,15
1,0.01,1,5
3,40.26,1,2
11,50,1,15
3,25,1,18
4,9.7,1,1
NA,50,0,NA
4,4.47,1,4
1,35,1,2
3,14,1,1
4,20,1,4
3,58.97,1,5
1,7.79,1,4
4,334,1,15
4,72,1,9
1,5,1,4
1,20,1,16
7,65.31,1,8
7,708,1,15
7,74.14,1,10
1,20,1,4
6,955.12,1,16
3,31.17,1,4
NA,330,0,NA
3,5.46,1,4
3,53.09,1,1
4,11.95,1,1
1,10.99,1,1
3,15,1,1
1,4,1,7
3,178.05,1,5
2,1201,1,15
13,3.85,1,21
4,3.9,1,4
6,2091.7,1,15
6,75,1,10
4,8.75,1,2
11,700,1,15
4,24,1,2
2,350,1,16
4,850,1,15
7,111.72,1,15
1,4,1,4
4,9.49,1,4
3,111,1,1
1,20,1,2
1,12.2,1,2
3,62.74,1,2
2,4.7,1,20
4,25,1,18
3,11.21,1,4
3,142,1,5
1,200,1,8
4,4.22,1,4
2,69.12,1,18
4,301.05,1,13
4,29,1,2
1,30,1,2
2,155,1,20
11,50,1,16
7,99,1,10
3,19,1,1
1,240,1,15
1,30,1,20
1,52,1,5
1,26.32,1,4
11,1000,1,15
4,2,1,4
3,150,1,15
13,35.3,1,1
3,175,1,1
3,14.65,1,4
4,12.51,1,4
3,105.12,1,1
NA,1354,0,NA
NA,780,0,NA
13,4.27,1,4
1,4.54,1,4
13,21.59,1,1
13,8.34,1,4
3,15.12,1,3
3,42.15,1,3
4,33.61,1,2
6,912.95,1,14
7,225.6,1,10
4,10.07,1,4
3,7,1,21
1,4,1,4
2,360,1,11
3,150,1,10
4,142,1,15
1,16,1,1
3,54.68,1,1
1,45,1,6
3,12.82,1,1
1,10,1,5
4,29.42,1,12
4,130.2,1,8
4,18,1,8
4,20,1,1
NA,200,0,NA
1,10,1,17
3,1,1,6
7,1723.45,1,15
7,113.58,1,15
7,305.44,1,15
7,409.68,1,8
1,30,1,6
1,2.75,1,21
1,249.75,1,15
1,20,1,1
3,150,1,17
3,24.18,1,5
4,5.83,1,4
4,191.24,1,10
3,8.61,1,1
4,7.99,1,5
3,25.42,1,1
4,46.99,1,5
6,800,1,16
2,2038.85,1,11
6,800,1,17
3,4.33,1,6
2,11.95,1,5
3,3.16,1,5
7,500,1,15
3,51.58,1,5
1,350,1,15
1,26,1,5
1,130,1,6
3,33.47,1,2
4,8.99,1,9
4,15,1,18
NA,2634.31,0,NA
4,25.31,1,4
NA,1200,0,NA
2,373,1,14
3,32.4,1,5
1,21,1,1
3,99.51,1,6
3,109.01,1,10
NA,800,0,NA
3,8,1,1
3,25,1,18
3,82.35,1,2
4,6,1,1
4,11.91,1,4
7,200,1,15
6,106.62,1,20
1,1,1,9
13,234.5,1,15
6,221.51,1,10
4,100,1,15
3,68.62,1,6
2,3,1,18
6,372,1,15
6,60,1,15
6,6,1,5
6,45,1,15
2,250,1,14
2,100,1,8
2,40,1,15
6,570,1,12
3,26.11,1,5
3,82,1,1
7,39,1,7
11,50,1,16
11,50,1,16
11,10,1,16
11,10,1,16
4,8.31,1,4
7,100,1,15
7,150,1,8
1,6.05,1,4
3,37,1,1
1,5,1,1
4,18.7,1,5
1,3,1,4
NA,400,0,NA
4,61,1,3
3,58.6,1,1
3,8.49,1,4
2,35,1,6
6,2552,1,15
1,7,1,21
6,37,1,15
6,29.92,1,15
6,35,1,15
6,600,1,15
1,15,1,3
3,7996.45,1,15
6,120,1,10
3,18.85,1,10
5,28.53,1,3
3,17.58,1,3
4,20.7,1,4
3,7.37,1,4
2,152,1,8
NA,533,0,NA
1,180,1,1
NA,18,0,NA
3,162.69,1,1
3,5.09,1,1
4,18.29,1,4
3,102.95,1,1
2,19,1,6
3,64.23,1,1
3,35,1,3
3,5.33,1,7
13,7,1,21
8,1045,1,14
3,83.7,1,1
1,6.25,1,4
1,200,1,16
2,36.75,1,8
1,50,1,1
4,450,1,14
4,20,1,17
4,172,1,10
4,10,1,4
7,236,1,15
3,107,1,3
3,11.29,1,4
4,17.97,1,3
1,5.25,1,4
7,26.55,1,8
7,59,1,14
4,48.12,1,4
4,34.73,1,5
6,1429,1,15
4,35.72,1,1
3,18,1,1
1,8.5,1,4
1,32.91,1,1
13,132,1,1
4,1.39,1,5
4,81.83,1,1
2,45,1,5
4,7.98,1,4
3,94.53,1,5
3,12.25,1,4
3,30,1,17
4,99,1,18
1,9,1,2
3,94,1,5
1,185,1,1
1,23,1,2
3,17.65,1,5
3,15.52,1,5
2,141,1,14
4,53.11,1,2
3,96,1,2
3,12.8,1,1
4,24.38,1,10
3,14.99,1,1
4,85.99,1,1
NA,60,0,NA
4,54.54,1,5
1,10,1,4
6,9.99,1,10
2,35,1,6
3,145,1,1
6,96.87,1,10
6,83.1,1,15
6,2.5,1,15
4,110.7,1,1
4,85.57,1,5
8,182,1,14
1,60,1,5
8,58,1,8
8,20,1,5
1,189,1,1
1,3.2,1,4
1,6,1,4
4,35,1,5
11,37.88,1,15
11,100,1,15
3,28.45,1,4
1,40,1,2
3,10,1,1
1,25,1,4
1,59,1,1
4,385.5,1,18
7,1807,1,15
3,29.75,1,3
3,125.8,1,5
4,12,1,16
1,33.95,1,5
1,1.94,1,21
7,654.16,1,15
3,268.27,1,6
1,13.35,1,3
7,292,1,1
3,30.06,1,1
1,19.4,1,7
3,30,1,17
3,39.62,1,18
4,8,1,2
5,109,1,1
3,89,1,5
1,4.5,1,2
4,15.76,1,3
1,9.1,1,2
3,5.2,1,5
1,5.35,1,4
3,27.8,1,1
3,60.17,1,1
1,2,1,16
1,3,1,16
3,20,1,5
3,11.99,1,3
1,10,1,19
5,25.62,1,4
7,120,1,10
1,33,1,17
1,5.5,1,5
1,14,1,3
4,3.78,1,4
4,53.52,1,1
NA,20,0,NA
4,8,1,4
3,8.51,1,4
NA,20,0,NA
6,59,1,14
3,9.87,1,4
4,78,1,5
4,168.58,1,1
NA,60,0,NA
3,115.74,1,1
3,50,1,2
1,13.29,1,1
2,82.88,1,10
3,93.65,1,1
NA,221,0,NA
3,106,1,2
3,5.4,1,4
4,300,1,14
NA,400,0,NA
4,18.14,1,1
2,400,1,17
1,10,1,18
1,2,1,16
2,25.95,1,10
1,100,1,16
3,62,1,3
3,21.74,1,5
3,29.75,1,3
6,2000,1,14
3,15,1,1
4,5.76,1,18
4,59.92,1,1
6,36,1,16
2,355.76,1,10
4,5,1,4
2,50,1,10
3,51.25,1,5
6,45,1,16
3,46.22,1,3
1,3.98,1,4
1,34.8,1,1
1,10,1,2
3,13.87,1,1
8,25,1,14
3,117,1,8
3,7.97,1,4
6,71.74,1,10
2,3395.11,1,15
3,199,1,5
NA,100,0,NA
6,322.13,1,15
NA,30,0,NA
3,53.91,1,1
1,5.95,1,4
4,10.56,1,1
1,35.56,1,3
3,68.55,1,1
3,40,1,5
5,17,1,1
3,75,1,20
3,7.08,1,4
1,7.33,1,2
4,137,1,5
3,34.65,1,4
NA,100,0,NA
3,55.95,1,1
1,30.67,1,1
1,14.55,1,5
3,235.88,1,5
3,106,1,5
4,34.4,1,5
1,15,1,2
5,47.75,1,1
1,35,1,7
1,5,1,18
3,41.7,1,5
0,22,1,1
5,32.1,1,5
3,7.62,1,5
3,12.58,1,1
3,151,1,6
3,13.5,1,18
3,25.31,1,5
3,6.3,1,5
4,44.77,1,2
3,9.59,1,4
6,200,1,15
3,12,1,4
1,2,1,4
3,15,1,6
2,103.83,1,8
4,14.45,1,1
1,6.43,1,1
4,336,1,17
1,52.71,1,4
NA,1429,0,NA
3,285,1,1
3,30.78,1,1
4,2.75,1,21
7,3250,1,15
7,15.02,1,15
3,83.52,1,1
2,118.5,1,8
11,24,1,16
4,22.7,1,18
4,510,1,10
13,3.85,1,21
6,300,1,15
4,1997,1,15
3,9,1,1
4,65,1,3
3,40,1,1
4,60,1,1
NA,103,0,NA
11,30,1,16
NA,109,0,NA
4,59.96,1,1
3,20.01,1,2
4,102.35,1,5
4,500,1,15
4,100,1,1
6,200,1,15
4,21.82,1,4
4,60.43,1,2
4,4.9,1,1
5,36.75,1,5
3,31.81,1,4
4,70,1,7
3,8.48,1,2
6,370,1,14
2,60.5,1,8
4,136,1,1
1,32,1,1
3,30,1,5
3,68.85,1,3
3,6.44,1,21
4,68.63,1,5
4,10.87,1,1
NA,20,0,NA
4,50,1,18
4,6.22,1,1
4,262.42,1,10
3,22,1,1
NA,100,0,NA
3,45.95,1,6
10,26.25,1,5
4,20,1,5
1,5.5,1,2
NA,100,0,NA
4,53,1,2
6,30,1,16
4,45,1,5
4,30.01,1,2
4,30,1,2
4,42.9,1,2
3,36.64,1,1
10,50,1,16
1,1,1,9
1,130,1,1
3,106.89,1,5
1,15,1,6
4,223,1,17
1,15,1,2
1,5,1,16
1,15.79,1,4
0,67.77,1,1
3,75.3,1,3
1,27,1,2
4,49.13,1,5
1,550,1,16
4,34.36,1,1
4,1.48,1,1
13,181.48,1,5
NA,23,0,NA
4,50.6,1,5
4,19.43,1,1
1,8.21,1,1
3,10.32,1,1
4,58.5,1,1
3,286.2,1,5
1,30,1,2
3,60.32,1,1
1,9.75,1,3
4,46.54,1,5
1,1,1,5
3,95.25,1,2
7,95.25,1,15
5,27.67,1,1
3,86,1,4
3,67.5,1,3
13,8.6,1,21
4,7,1,5
1,2,1,16
3,57,1,3
1,4,1,2
4,9.02,1,1
1,23.45,1,4
4,25.07,1,2
NA,20,0,NA
3,204.8,1,5
1,50,1,2
2,120.61,1,15
3,17.52,1,4
1,4.8,1,4
1,15,1,4
0,24,1,5
5,7.02,1,4
3,10.38,1,4
4,2.75,1,21
3,36.47,1,3
3,79.43,1,1
1,3.1,1,2
4,25.58,1,5
7,756.78,1,15
3,117.68,1,1
11,8,1,16
7,1670.62,1,15
1,40,1,1
6,2000,1,16
7,40.87,1,8
4,71,1,2
3,18,1,5
2,25,1,17
NA,20,0,NA
5,11.9,1,5
4,110,1,5
1,2,1,17
3,29.34,1,2
3,1.99,1,5
3,120,1,17
3,24,1,3
2,2634.31,1,19
3,32.58,1,4
NA,40,0,NA
7,909,1,18
6,507.66,1,15
NA,60,0,NA
4,70,1,1
3,10.86,1,14
7,21.33,1,12
5,32.57,1,5
3,75.12,1,5
1,78,1,2
4,44,1,5
3,67.41,1,1
1,4.6,1,1
4,70,1,5
3,116.52,1,8
4,5,1,6
4,10.49,1,1
2,54.82,1,8
7,60,1,17
6,500,1,19
4,300,1,1
4,11.75,1,4
4,30,1,4
7,1094.49,1,19
7,6000,1,15
7,118.26,1,10
NA,40,1,1
4,150,1,15
7,921.64,1,15
3,35,1,4
4,58,1,2
6,25,1,6
6,134.61,1,8
6,12.99,1,10
6,2499,1,15
7,47.82,1,8
7,50,1,14
14,54,1,19
14,33.2,1,15
7,271.67,1,15
4,10.35,1,4
4,13.9,1,1
4,6.3,1,4
4,5.97,1,4
3,31.14,1,1
6,146.02,1,15
4,150,1,5
1,3.2,1,4
6,147,1,15
6,4275,1,14
6,1034,1,15
7,743,1,15
1,350,1,15
4,64,1,8
4,122,1,1
4,100,1,2
4,132,1,1
7,1796,1,14
4,39.99,1,12
6,12.58,1,8
2,120,1,6
4,142,1,15
1,536,1,2
4,55,1,10
4,15,1,4
1,20,1,16
3,75,1,15
6,30,1,16
7,226.39,1,15
1,23.16,1,2
6,25,1,8
1,15,1,1
11,1025,1,15
6,146.99,1,8
3,15.49,1,10
3,189.45,1,10
6,152,1,15
6,3950,1,14
6,425,1,15
NA,20,0,NA
3,179.64,1,5
3,5.34,1,4
7,301,1,8
4,49.06,1,6
6,20,1,16
6,58,1,10
4,54.74,1,5
6,142.17,1,15
5,172.49,1,5
3,15.25,1,5
4,8.32,1,5
3,15,1,1
4,13.97,1,4
4,40,1,5
NA,300,0,NA
1,40,1,2
7,115.72,1,15
NA,2.16,0,NA
1,5.38,1,2
4,11.01,1,9
7,500,1,15
7,94,1,8
7,64,1,17
3,10.7,1,4
3,8.35,1,1
6,5.11,1,17
3,180.93,1,1
4,7.24,1,2
4,9.37,1,1
4,20,1,2
3,3.78,1,4
4,250,1,18
4,13.84,1,15
3,53.6,1,5
1,20,1,2
13,13,1,5
1,4.56,1,4
3,3.29,1,4
3,17.93,1,1
3,25.17,1,1
3,6.49,1,4
1,40,1,16
6,1314,1,14
7,1501.91,1,15
5,9,1,4
7,87,1,7
3,486.5,1,8
5,50,1,2
6,525,1,14
1,20,1,18
1,30,1,16
1,32.45,1,1
3,24,1,7
1,20,1,2
3,213.65,1,3
2,400,1,12
3,39.01,1,1
2,386,1,12
3,15.81,1,5
3,6.8,1,5
6,160,1,12
4,100,1,15
1,50,1,16
3,129,1,10
4,31,1,1
2,2195,1,20
1,15,1,16
6,292,1,15
4,118,1,8
11,25,1,15
6,100,1,15
3,153.12,1,18
13,4.27,1,4
4,8,1,1
3,7.25,1,2
3,18.44,1,5
3,25.67,1,1
7,42,1,15
7,74.67,1,6
6,62.55,1,15
NA,100,0,NA
1,1,1,4
3,19.34,1,1
3,54.93,1,5
5,1.25,1,9
3,3.25,1,4
4,40.29,1,5
4,25,1,7
3,46.48,1,5
4,5.5,1,4
0,215,1,15
3,325,1,8
1,8,1,1
7,22.96,1,15
6,40,1,16
11,63,1,8
3,20,1,7
3,26.75,1,16
3,12.03,1,5
6,30,1,15
2,730,1,15
7,2421,1,15
4,100,1,5
1,21,1,1
6,297.59,1,15
3,53.85,1,1
3,120,1,5
3,36,1,18
6,70.04,1,5
4,12.45,1,1
13,50.2,1,15
6,87.25,1,15
5,50,1,18
3,8.55,1,1
4,7.08,1,1
6,58,1,15
2,175,1,8
7,1135,1,15
NA,400,0,NA
3,15.35,1,5
3,15.62,1,1
13,26.26,1,18
2,25,1,16
1,20.75,1,3
3,5.33,1,1
3,30,1,6
3,5.02,1,5
13,36.82,1,18
4,16.23,1,1
1,2.79,1,2
3,18.47,1,5
7,18.47,1,15
4,79.82,1,2
2,216.74,1,8
1,8.58,1,1
3,275.96,1,5
2,500,1,15
6,68.87,1,10
7,474.33,1,15
4,50,1,5
1,30,1,6
1,10,1,5
6,433.65,1,15
6,433.66,1,15
3,5.22,1,5
1,15,1,6
5,7,1,4
4,13.08,1,4
3,126.07,1,5
4,133.65,1,1
4,161,1,15
3,2.25,1,21
1,6,1,5
3,182.09,1,1
3,21,1,18
3,9.63,1,1
7,323,1,8
11,100,1,15
4,7.22,1,2
3,60.74,1,1
5,10.11,1,2
4,5.37,1,4
3,16.19,1,7
3,31.21,1,1
6,8.55,1,15
NA,50,0,NA
NA,80,0,NA
3,13.46,1,1
1,5,1,1
1,7,1,7
NA,30,0,NA
1,5,1,4
NA,600,0,NA
4,8,1,18
1,12,1,6
4,4.32,1,2
3,45.44,1,1
NA,0,0,NA
3,900,1,5
3,18,1,1
3,3.06,1,10
4,1.5,1,21
4,12.99,1,4
3,76.22,1,5
1,16.36,1,3
4,6.72,1,4
1,14.53,1,4
5,30.98,1,1
4,30.88,1,5
7,75,1,18
7,66,1,15
2,91.8,1,15
4,11.99,1,10
3,11,1,4
3,19.17,1,3
6,36,1,6
4,40.5,1,1
13,100,1,15
4,19.65,1,4
3,6,1,1
3,125,1,5
1,40,1,5
2,12,1,17
1,5.46,1,4
10,14,1,8
4,52.89,1,5
3,45.18,1,3
1,25,1,2
3,31.42,1,2
3,60.75,1,3
4,198.77,1,1
1,16.97,1,4
3,100,1,15
4,24.72,1,1
1,8,1,2
3,12,1,4
NA,10,0,NA
NA,5,0,NA
3,19.35,1,4
1,36.22,1,1
3,25.92,1,5
3,18.3,1,3
3,56.79,1,5
3,8.26,1,4
1,6,1,4
4,2.75,1,21
1,48.48,1,3
6,100,1,16
3,1.4,1,19
7,57.34,1,8
11,368.11,1,15
1,2.6,1,6
10,150,1,16
3,46.39,1,1
1,40,1,6
1,22.96,1,5
7,250,1,15
1,20,1,2
8,450,1,14
4,400,1,15
3,12.87,1,5
4,7.71,1,2
3,157.27,1,1
1,1,1,16
7,300,1,8
4,183,1,14
4,164.6,1,5
2,50,1,20
7,35,1,15
2,8,1,17
7,9.99,1,10
3,10.74,1,5
4,30,1,2
2,65.25,1,5
2,82.92,1,5
3,2.15,1,1
3,48.54,1,2
0,392.33,1,5
3,13.91,1,5
4,21.45,1,1
1,60,1,6
3,11.7,1,4
3,18.02,1,5
2,100,1,16
1,6.39,1,2
4,19.3,1,3
3,29.17,1,1
7,73.94,1,5
4,95.7,1,1
4,140.97,1,1
3,60,1,3
4,18.35,1,5
1,30,1,1
1,15,1,3
3,8.99,1,1
1,40,1,1
3,13.99,1,1
1,45,1,8
4,20,1,2
1,213,1,10
3,86,1,4
1,16,1,4
3,43.8,1,5
4,2,1,4
3,25,1,2
1,1,1,3
3,7.5,1,1
3,14.6,1,1
3,32,1,1
6,1446.82,1,14
1,3,1,2
1,225,1,15
3,19.29,1,4
3,19.8,1,4
2,35,1,5
3,18.14,1,5
NA,220,0,NA
4,15.3,1,4
2,200,1,16
4,1.99,1,1
1,35,1,6
3,178,1,1
2,205,1,11
4,18.96,1,1
NA,400,0,NA
1,13,1,1
4,42.98,1,5
NA,10,0,NA
5,67.98,1,1
3,68.58,1,5
4,68.72,1,1
3,17.25,1,4
3,23.3,1,1
4,210,1,18
6,81.93,1,15
0,259.7,1,5
3,6.06,1,4
1,7,1,5
4,21.38,1,5
4,3.12,1,1
6,144.4,1,8
4,28.42,1,1
10,180,1,5
1,20,1,3
1,7.05,1,4
4,30.78,1,1
4,8.74,1,4
3,9.98,1,5
4,20,1,2
4,40,1,17
2,40,1,15
3,60,1,10
3,13.84,1,2
6,125.05,1,15
4,3.89,1,1
3,21.39,1,5
3,48,1,2
2,35,1,18
2,10.25,1,18
2,321.88,1,18
1,8.08,1,2
3,32.76,1,1
2,147.34,1,18
1,10.75,1,19
3,25,1,18
3,156.24,1,5
3,42.55,1,2
3,16.99,1,5
4,94.5,1,8
4,42,1,5
4,29,1,4
3,220,1,6
3,22.62,1,1
4,555.56,1,1
4,100,1,16
4,212.5,1,6
2,75,1,19
1,2,1,20
3,12,1,1
3,2,1,21
1,20,1,7
7,30,1,5
4,30,1,17
3,95,1,1
6,120,1,16
4,32.59,1,1
1,1250,1,14
4,3.8,1,1
3,84.1,1,1
1,3,1,1
11,60,1,16
11,65.99,1,15
3,389.19,1,1
2,20,1,7
4,256.37,1,5
NA,320,0,NA
3,5.69,1,1
NA,1,0,NA
3,19.97,1,1
4,32.64,1,1
1,10,1,18
3,29,1,6
4,56,1,1
3,13.89,1,5
5,24,1,5
1,12,1,1
4,43.58,1,5
3,1.25,1,21
3,9.08,1,5
4,30,1,10
4,9.68,1,4
3,48.11,1,1
NA,5,1,16
3,13.28,1,4
3,42.57,1,4
1,15,1,3
3,25.9,1,3
4,40,1,21
4,90.57,1,5
6,6.02,1,15
1,5,1,4
4,8.15,1,5
1,8,1,1
3,15.82,1,4
3,15.38,1,4
3,42.09,1,4
5,1.25,1,9
3,40.5,1,3
4,39.43,1,5
1,10,1,4
3,5.34,1,5
1,26,1,2
4,10,1,6
3,17.25,1,5
3,55.2,1,3
1,19.64,1,1
7,90,1,8
1,34.24,1,3
1,2.16,1,4
1,25,1,6
3,27,1,3
4,39.61,1,1
5,25,1,2
1,31,1,16
1,6,1,1
4,2.75,1,21
4,25,1,2
1,57.22,1,5
4,23,1,5
3,27,1,3
1,3.2,1,4
10,13,1,16
3,25,1,5
3,53.81,1,1
1,10,1,5
3,28.11,1,1
4,30,1,2
4,123.19,1,10
1,20,1,16
7,621.43,1,15
3,6,1,1
6,30,1,16
3,33.2,1,3
6,45.6,1,2
4,6.02,1,1
4,10.17,1,1
3,9.99,1,1
3,17,1,7
1,6,1,16
1,10.31,1,3
4,50,1,7
3,33.35,1,3
3,38.99,1,2
3,7.65,1,4
4,12.32,1,4
3,27,1,20
NA,2200,0,NA
NA,14.63,1,4
1,4,1,1
3,66.17,1,1
3,26.06,1,1
3,29.32,1,5
4,18.99,1,5
3,64,1,3
3,65,1,21
4,20,1,3
3,106.45,1,3
4,60.46,1,3
4,14.39,1,5
4,2,1,5
7,94.94,1,10
2,38,1,16
1,39.08,1,4
3,32.86,1,2
4,12.16,1,4
NA,250,0,NA
4,11.45,1,4
3,133,1,16
NA,50,0,NA
1,9,1,4
4,6,1,1
4,4,1,5
4,23,1,16
3,45.66,1,5
3,31,1,5
6,25,1,10
1,7,1,1
3,12,1,7
3,28.82,1,1
4,13.5,1,1
NA,20,0,NA
6,20,1,16
1,23,1,1
4,75,1,1
3,21.69,1,4
3,70.26,1,2
3,40,1,4
3,89.36,1,5
4,62.12,1,4
7,39.1,1,12
6,106.62,1,5
1,60,1,7
3,10.91,1,10
NA,600,0,NA
6,10,1,3
4,20,1,1
3,20,1,4
1,12,1,4
NA,64,0,NA
3,10.16,1,4
3,100,1,15
3,225,1,1
1,5.76,1,2
NA,120,0,NA
6,206.45,1,15
0,149.18,1,5
3,105,1,6
3,537.74,1,5
6,35,1,10
2,23.49,1,10
2,25,1,17
2,3.07,1,18
2,252.44,1,15
3,10,1,4
4,20,1,7
7,445,1,15
3,77.12,1,1
6,63.49,1,15
6,100,1,15
4,9.99,1,12
NA,115,0,NA
3,31.2,1,1
7,41.73,1,15
NA,0,0,NA
6,19,1,18
6,537.73,1,15
6,65.9,1,10
6,10,1,17
6,7.8,1,15
6,307,1,14
4,16.5,1,1
1,27.74,1,4
4,10.25,1,5
6,45.98,1,8
3,60,1,5
6,401,1,8
1,50,1,1
NA,32.76,1,8
5,40.65,1,8
6,2878.03,1,15
4,60,1,17
4,28.7,1,1
3,25,1,7
4,26.07,1,4
7,450,1,14
7,3140,1,15
7,300,1,8
7,68,1,10
3,10.25,1,1
4,11.44,1,4
5,39,1,10
4,135,1,1
3,221.8,1,15
3,186.95,1,15
7,11.9,1,20
5,13.59,1,1
4,5.36,1,5
7,10,1,15
3,40,1,7
3,42,1,15
7,656.17,1,18
7,72.42,1,15
4,34.58,1,5
4,17,1,7
3,47.25,1,1
13,125,1,21
4,100,1,15
4,60,1,5
7,5.17,1,15
6,910,1,17
6,68.82,1,15
6,7.5,1,15
7,95.89,1,10
4,11.99,1,10
6,128.31,1,15
1,180,1,7
4,56.14,1,5
4,50,1,7
4,4.99,1,5
4,100,1,5
3,107.51,1,10
11,2,1,16
6,128.72,1,6
1,10.84,1,5
3,11.45,1,3
1,3,1,16
4,2.47,1,4
4,6.3,1,4
4,5.19,1,1
4,38.09,1,1
3,38.48,1,1
7,172.25,1,10
7,499.53,1,5
4,50,1,10
4,50,1,5
7,2775,1,15
3,100,1,5
7,150,1,8
7,219,1,8
7,161.45,1,8
4,352,1,20
3,116,1,5
10,28.77,1,4
1,4.31,1,1
3,28.17,1,6
6,134.86,1,15
11,285.92,1,15
1,33,1,1
3,6.5,1,1
4,20,1,2
3,10,1,7
